Operador,Nota,Nota da Org
¶Sanjay Barnard,10,6
•Rikki Kumar,10,5
•Miah Welch,5,3
•Mali Whittington,10,8
•Rikki Kumar,6,2
•Asha Reese,1,1
•Amelia-PLily Hayden,10,6
•Alanah Fowler,8,9
•Alanah Fowler,10,10
•Shani Cantu,10,5
•Asha Reese,9,9
•Jem Davey,10,10
•Mariyam Mcgill,10,8
•Miah Welch,7,5
•Shani Cantu,9,9
•Amelia-PLily Hayden,10,10
•Amelia-PLily Hayden,9,8
¶Abbey Hodge,10,9
•Katherine Stuart,10,10
•Katherine Stuart,10,4
•Mariyam Mcgill,10,10
•Yara Wright,10,3
•Asha Reese,10,10
•Jem Davey,10,10
•Suzannah Stephenson,4,4
•Leland Atkinson,9,6
•Abdullahi Edwards,10,7
•Abdullahi Edwards,10,5
•Asha Reese,10,9
•Rikki Kumar,4,1
¶Sanjay Barnard,10,10
•Shani Cantu,10,10
•Alanah Fowler,10,10
•Shani Cantu,10,9
•Abdullahi Edwards,10,3
•Abdullahi Edwards,6,1
•Mason Donnelly,10,3
•Mason Donnelly,10,5
•Katherine Stuart,10,9
•Miah Welch,10,7
•Rikki Kumar,10,10
•Shani Cantu,10,10
•Leland Atkinson,3,3
•Mariyam Mcgill,10,8
•Mariyam Mcgill,10,8
•Leland Atkinson,10,10
•Rikki Kumar,10,9
•Katherine Stuart,10,10
•Katherine Stuart,10,1
•Miah Welch,10,10
•Abdullahi Edwards,10,9
•Abdullahi Edwards,10,9
•Rikki Kumar,10,10
•Amelia-PLily Hayden,10,7
•Rikki Kumar,10,10
•Ayse Stevens,9,10
•Amelia-PLily Hayden,10,10
•Shani Cantu,10,7
•Cerys Rhodes,10,7
•Miah Welch,10,9
•Alanah Fowler,10,10
•Rikki Kumar,10,8
•Shani Cantu,1,1
•Mason Donnelly,9,6
•Ayse Stevens,10,10
•Abdullahi Edwards,10,6
•Shani Cantu,2,1
¶Sanjay Barnard,10,10
•Miah Welch,10,10
¶Sanjay Barnard,10,8
•Katherine Stuart,10,10
•Mason Donnelly,9,9
¶Abbey Hodge,10,10
•Rikki Kumar,10,9
¶Sanjay Barnard,10,10
•Miah Welch,10,10
•Asha Reese,10,10
•Amelia-PLily Hayden,9,5
¶Abbey Hodge,10,2
•Amelia-PLily Hayden,10,10
•Amelia-PLily Hayden,10,7
•Shani Cantu,10,5
•Miah Welch,8,2
•Rikki Kumar,10,10
•Cerys Rhodes,10,9
•Rikki Kumar,9,1
•Mason Donnelly,7,3
•Asha Reese,8,5
•Mason Donnelly,10,7
•Jem Davey,10,10
•Abdullahi Edwards,10,3
•Abdullahi Edwards,10,7
•Abdullahi Edwards,10,6
•Mason Donnelly,8,8
•Katherine Stuart,10,10
•Shani Cantu,9,9
•Cerys Rhodes,10,8
•Mason Donnelly,10,5
•Mason Donnelly,10,5
•Cerys Rhodes,10,10
•Ayse Stevens,10,10
•Shani Cantu,10,1
•Mason Donnelly,10,8
•Rikki Kumar,8,6
•Shani Cantu,10,1
•Rikki Kumar,8,2
•Mason Donnelly,10,10
•Rikki Kumar,10,10
•Katherine Stuart,10,9
¶Abbey Hodge,10,9
•Shani Cantu,10,10
•Katherine Stuart,10,10
•Rikki Kumar,10,10
¶Sanjay Barnard,10,6
•Cerys Rhodes,10,10
•Cerys Rhodes,10,9
•Mason Donnelly,10,10
•Mason Donnelly,10,1
•Shani Cantu,10,1
•Rikki Kumar,10,10
•Mason Donnelly,10,10
•Shani Cantu,1,4
•Mason Donnelly,10,10
•Alanah Fowler,10,5
¶Abbey Hodge,10,10
•Rikki Kumar,5,4
•Katherine Stuart,10,10
•Alanah Fowler,10,7
¶Abbey Hodge,10,7
•Katherine Stuart,10,8
•Katherine Stuart,6,2
•Shani Cantu,10,5
•Mason Donnelly,8,8
¶Abbey Hodge,10,10
•Rikki Kumar,10,10
•Cydney Drake,8,6
•Cydney Drake,8,5
•Rose Calderon,10,10
•Cydney Drake,10,10
•Rose Calderon,10,7
•Cydney Drake,10,10
•Cydney Drake,10,10
•Cydney Drake,10,7
•Rose Calderon,10,9
•Cydney Drake,10,8
•Rose Calderon,10,6
•Jake Cote,10,8
•Jake Cote,8,4
•Cydney Drake,10,10
•Jake Cote,9,5
•Jake Cote,10,10
•Rose Calderon,10,10
•Rose Calderon,10,5
•Cydney Drake,1,1
•Jake Cote,4,4
•Rose Calderon,10,5
•Jake Cote,10,8
•Rose Calderon,10,10
•Cydney Drake,10,6
•Rose Calderon,10,3
•Jake Cote,10,8
•Dionne Compton,10,9
•Trinity Alvarado,10,7
•Harleigh Stone,6,1
•Trinity Alvarado,4,2
•Harleigh Stone,10,4
•Dionne Compton,8,3
•Lily Conway,10,10
•Adelaide Stafford,10,9
•Derek Webber,10,10
•Yara Wright,10,5
•Lily Conway,10,9
•Harleigh Stone,9,8
•Derek Webber,10,5
•Mea Lee,10,9
•Lily Conway,10,10
•Trinity Alvarado,10,3
•Neha Clemons,10,9
•Bethan Hills,10,10
•Derek Webber,1,1
•Mariyam Mcgill,9,9
•Derek Webber,5,2
•Mariyam Mcgill,10,9
•Neha Clemons,8,7
•Adelaide Stafford,10,8
•Derek Webber,10,10
•Dawson Clifford,9,7
•Derek Webber,10,4
¶Poppie Moses,10,10
•Adelaide Stafford,10,3
•Dawson Clifford,10,10
•Trinity Alvarado,10,10
•Derek Webber,10,10
•Jolie Hodson,10,7
•Bethan Hills,10,10
•Mariyam Mcgill,10,1
•Mea Lee,9,8
•Lily Conway,10,10
•Dionne Compton,10,10
•Dawson Clifford,10,10
•Mea Lee,10,8
•Neha Clemons,10,5
•Trinity Alvarado,10,10
•Jolie Hodson,10,2
•Jolie Hodson,10,10
•Mea Lee,7,9
•Jolie Hodson,8,1
•Mea Lee,1,1
•Lily Conway,10,6
•Dionne Compton,10,6
•Cerys Rhodes,10,2
•Harleigh Stone,10,10
•Trinity Alvarado,8,9
•Dionne Compton,1,1
•Derek Webber,8,8
•Derek Webber,8,4
•Jolie Hodson,10,10
•Yara Wright,10,10
•Yara Wright,10,7
•Maciej Maddox,10,5
•Harleigh Stone,10,10
•Yara Wright,1,1
•Adelaide Stafford,10,9
•Tasnia Sharma,1,1
•Derek Webber,4,1
•Jem Davey,10,10
•Harleigh Stone,10,10
•Dionne Compton,10,10
•Jolie Hodson,10,4
•Jolene Mcgowan,9,9
•Trinity Alvarado,8,7
•Bethan Hills,10,10
•Maciej Maddox,10,8
•Dionne Compton,9,9
•Mea Lee,10,8
•Mariyam Mcgill,10,8
•Harleigh Stone,9,8
•Lily Conway,10,5
•Jolene Mcgowan,3,1
•Roman Oconnell,10,9
•Lily Conway,9,5
•Maciej Maddox,10,4
•Hari Waters,10,10
•Tasnia Sharma,9,7
•Bethan Hills,10,9
•Ellie Glover,10,7
•Jem Davey,10,10
•Harleigh Stone,10,10
•Adelaide Stafford,10,5
•Dionne Compton,5,3
•Mariyam Mcgill,10,10
•Jolie Hodson,8,6
•Yara Wright,7,7
•Harleigh Stone,10,7
•Dawson Clifford,10,8
•Mea Lee,10,10
•Dionne Compton,10,10
•Mariyam Mcgill,10,3
•Roman Oconnell,10,8
•Trinity Alvarado,10,1
•Mea Lee,6,3
•Dionne Compton,10,10
•Mariyam Mcgill,10,10
•Neha Clemons,10,10
•Cerys Rhodes,9,8
•Maciej Maddox,10,1
•Harleigh Stone,10,5
•Dawson Clifford,10,10
•Lily Conway,10,7
•Jem Davey,10,6
•Todd Wooten,10,5
•Trinity Alvarado,10,5
•Dionne Compton,10,1
•Derek Webber,6,6
•Kwame Castillo,10,10
•Harleigh Stone,10,10
•Mea Lee,10,9
•Adelaide Stafford,10,10
•Lennox Fleming,10,8
•Lily Conway,10,7
•Maciej Maddox,10,10
¶Ammaar Terrell,10,2
•Derek Webber,10,10
•Adelaide Stafford,10,10
•Jolie Hodson,8,4
•Roman Oconnell,8,3
•Maciej Maddox,10,10
•Cerys Rhodes,10,5
•Mariyam Mcgill,1,1
•Kwame Castillo,9,6
•Todd Wooten,10,10
•Hari Waters,10,10
•Adelaide Stafford,5,6
•Roman Oconnell,1,1
•Dawson Clifford,10,3
•Mariyam Mcgill,10,10
•Kwame Castillo,9,6
•Harleigh Stone,8,8
•Braxton Cuevas,10,9
•Hari Waters,10,8
•Jolie Hodson,10,6
•Brodie O'Brien,3,3
•Mariyam Mcgill,1,1
•Trinity Alvarado,10,10
•Brodie O'Brien,10,8
•Kwame Castillo,10,10
•Maciej Maddox,1,1
•Maciej Maddox,7,7
•Mariyam Mcgill,1,1
•Lennox Fleming,10,9
•Dawson Clifford,10,7
•Jolene Mcgowan,9,9
•Jem Davey,10,10
•Mea Lee,2,1
•Todd Wooten,1,1
•Hari Waters,10,10
•Lennox Fleming,10,10
•Dawson Clifford,10,10
•Bethan Hills,10,8
•Tasnia Sharma,10,9
•Jem Davey,10,10
•Tasnia Sharma,10,3
•Bethan Hills,8,7
•Roman Oconnell,10,10
•Yara Wright,10,2
¶Ned Hamilton,10,9
•Mea Lee,10,1
•Ellie Glover,10,10
•Cerys Rhodes,9,8
•Brodie O'Brien,10,10
•Brodie O'Brien,10,2
•Ellie Glover,10,10
•Jolene Mcgowan,10,8
•Adelaide Stafford,10,7
•Lennox Fleming,10,10
•Tasnia Sharma,9,1
•Alexandria Murphy,10,10
•Jolene Mcgowan,9,5
•Tasnia Sharma,6,4
•Brodie O'Brien,10,10
•Leland Atkinson,7,3
•Ellie Glover,5,1
•Tasnia Sharma,10,8
•Alexandria Murphy,10,5
•Mali Whittington,10,8
¶Poppie Moses,5,1
•Mali Whittington,1,1
•Braxton Cuevas,10,1
•Roman Oconnell,10,10
•Tasnia Sharma,5,1
•Hebe Byrd,10,10
•Szymon Mcdougall,4,8
•Lennox Fleming,1,1
•Jem Davey,9,1
•Szymon Mcdougall,10,8
•Ellie Glover,5,5
•Lennox Fleming,10,10
•Hari Waters,10,10
•Alexandria Murphy,10,10
•Leland Atkinson,10,10
•Hebe Byrd,10,9
•Simon Woods,5,4
•Samual Collier,10,10
•Samual Collier,10,3
•Alexandria Murphy,10,9
•Jolene Mcgowan,9,6
•Miah Welch,10,4
•Jolene Mcgowan,10,5
•Owen Ruiz,10,1
•Todd Wooten,10,7
•Suzannah Stephenson,10,10
•Georgie Wicks,10,10
•Leland Atkinson,10,10
•Jolene Mcgowan,9,8
•Mali Whittington,10,10
•Alexandria Murphy,10,10
•Amelia-PLily Hayden,10,10
•Kwame Castillo,10,10
•Abdullahi Edwards,10,10
•Kwame Castillo,10,10
•Suzannah Stephenson,6,3
•Owen Ruiz,9,10
•Todd Wooten,10,10
•Miah Welch,8,8
•Braxton Cuevas,10,10
•Mali Whittington,6,1
•Suzannah Stephenson,10,10
•Ellie Glover,10,3
•Miah Welch,9,8
•Asha Reese,10,10
•Alexandria Murphy,10,10
•Khaleesi Richmond,10,10
•Simon Woods,10,10
•Leland Atkinson,10,10
•Szymon Mcdougall,4,2
•Abdullahi Edwards,10,9
•Tasnia Sharma,1,1
•Amelia-PLily Hayden,7,6
•Hebe Byrd,1,1
•Roman Oconnell,10,1
•Khaleesi Richmond,10,9
•Leland Atkinson,10,10
•Szymon Mcdougall,2,1
•Miah Welch,10,8
•Cruz Horton,10,10
•Georgie Wicks,10,10
•Todd Wooten,10,10
•Owen Ruiz,10,3
•Amelia-PLily Hayden,10,10
•Roman Oconnell,9,9
•Hari Waters,10,6
•Ellie Glover,10,10
•Asha Reese,10,9
•Lennox Fleming,10,10
•Georgie Wicks,10,6
¶Ammaar Terrell,10,8
•Murray Obrien,3,6
•Simon Woods,10,10
•Ellie Glover,10,9
•Suzannah Stephenson,10,10
•Samual Collier,9,6
•Miah Welch,10,9
¶Sanjay Barnard,10,5
¶Brayden Farrow,10,10
•Hebe Byrd,10,4
•Ellie Glover,10,10
•Simon Woods,10,10
•Georgie Wicks,10,9
•Lennox Fleming,10,7
•Ayse Stevens,10,7
¶Sanjay Barnard,10,10
•Asha Reese,10,9
•Khaleesi Richmond,10,10
•Leland Atkinson,10,1
•Simon Woods,10,7
•Hebe Byrd,5,7
•Ellie Glover,10,10
¶Sanjay Barnard,10,3
•Georgie Wicks,10,8
•Mali Whittington,5,1
•Cruz Horton,10,8
•Owen Ruiz,1,1
•Simon Woods,10,10
•Leland Atkinson,10,10
•Mali Whittington,10,10
•Miah Welch,10,10
•Mali Whittington,10,9
•Murray Obrien,1,7
•Owen Ruiz,10,7
•Pheobe Bevan,10,5
¶Sanjay Barnard,10,10
•Suzannah Stephenson,10,2
•Leland Atkinson,10,10
•Mali Whittington,10,8
•Asha Reese,10,10
•Cristiano Bender,1,10
•Owen Ruiz,10,9
•Miah Welch,10,9
•Georgie Wicks,10,8
•Hebe Byrd,9,5
•Hebe Byrd,10,10
•Miah Welch,10,10
¶Sanjay Barnard,10,10
•Cristiano Bender,10,7
¶Sanjay Barnard,10,10
•Cristiano Bender,10,10
•Suzannah Stephenson,10,8
¶Brayden Farrow,10,10
•Georgie Wicks,10,3
•Miah Welch,1,1
•Mali Whittington,10,7
•Cruz Horton,10,8
•Miah Welch,10,7
•Cristiano Bender,10,10
•Simon Woods,10,7
•Samual Collier,10,10
•Asha Reese,7,7
•Murray Obrien,10,10
•Simon Woods,10,8
•Samual Collier,9,9
•Amelia-PLily Hayden,1,7
•Asha Reese,10,10
¶Briana Hines,10,7
•Charley Bernard,10,10
¶Abbey Hodge,9,5
•Shani Cantu,10,7
•Rikki Kumar,10,7
•Cruz Horton,5,5
•Hebe Byrd,10,6
•Bronwen Winter,10,10
•Khaleesi Richmond,10,10
•Grady Forster,8,1
•Katherine Stuart,10,10
¶Brayden Farrow,9,7
•Mason Donnelly,10,10
•Suzannah Stephenson,10,10
•Amelia-PLily Hayden,10,9
¶Sanjay Barnard,10,8
•Hebe Byrd,10,5
•Rikki Kumar,10,10
•Grady Forster,10,9
•Mason Donnelly,10,10
•Charley Bernard,10,9
•Grady Forster,1,1
•Mariana Ware,10,5
•Mariana Ware,10,1
•Owen Ruiz,10,9
•Miah Welch,10,9
•Cruz Horton,8,1
•Khaleesi Richmond,10,10
•Miah Welch,10,10
•Katherine Stuart,10,2
•Cruz Horton,8,3
•Charley Bernard,9,6
•Mason Donnelly,1,1
•Miah Welch,8,10
•Bronwen Winter,1,1
¶Sanjay Barnard,10,8
¶Abbey Hodge,10,10
•Ayse Stevens,10,8
•Mariana Ware,9,6
•Rikki Kumar,5,1
•Simon Woods,10,10
•Charley Bernard,10,10
•Bronwen Winter,10,5
•Owen Ruiz,10,10
•Hebe Byrd,10,10
•Hebe Byrd,8,5
•Mason Donnelly,7,5
•Mariana Ware,10,4
•Suzannah Stephenson,10,7
•Simon Woods,10,9
¶Sanjay Barnard,10,10
•Katherine Stuart,10,9
•Umaiza Bullock,10,10
•Simon Woods,8,1
•Miah Welch,10,10
•Mason Donnelly,10,5
•Owen Ruiz,10,10
•Asha Reese,10,10
•Umaiza Bullock,8,7
•Amelia-PLily Hayden,10,5
•Amelia-PLily Hayden,10,10
•Hebe Byrd,10,10
•Khaleesi Richmond,8,6
•Umaiza Bullock,8,5
•Charley Bernard,10,10
•Katherine Stuart,10,10
•Khaleesi Richmond,10,6
•Charley Bernard,10,10
•Bronwen Winter,10,10
¶Abbey Hodge,10,10
•Charley Bernard,10,9
•Leland Atkinson,10,8
•Cruz Horton,9,8
¶Brayden Farrow,10,7
•Miah Welch,10,8
•Mali Whittington,10,10
•Amelia-PLily Hayden,9,1
•Mason Donnelly,10,10
•Amarah Douglas,6,6
•Ayse Stevens,8,7
•Shani Cantu,10,7
•Charley Bernard,10,1
•Suzannah Stephenson,10,1
•Ayse Stevens,10,10
•Amarah Douglas,9,5
•Manal Hewitt,10,9
•Rikki Kumar,10,10
•Amarah Douglas,10,8
•Manal Hewitt,10,1
•Mariana Ware,10,10
•Mariana Ware,10,2
•Umaiza Bullock,10,10
•Miah Welch,1,1
•Charley Bernard,10,10
•Charley Bernard,10,10
•Owen Ruiz,10,7
•Cristiano Bender,10,5
•Amarah Douglas,1,1
•Mariana Ware,10,4
¶Sanjay Barnard,10,9
•Amarah Douglas,9,9
•Mason Donnelly,9,7
•Charley Bernard,10,1
•Amarah Douglas,10,10
•Khaleesi Richmond,10,10
•Grady Forster,8,4
•Simon Woods,10,10
•Amarah Douglas,10,10
•Simon Woods,8,4
•Simon Woods,10,5
•Bronwen Winter,9,1
•Shani Cantu,10,5
•Suzannah Stephenson,10,5
¶Sanjay Barnard,10,9
•Amarah Douglas,9,1
•Khaleesi Richmond,10,10
•Rikki Kumar,10,5
•Cristiano Bender,8,4
•Grady Forster,8,6
•Shani Cantu,10,10
¶Sanjay Barnard,6,2
¶Sanjay Barnard,8,9
•Charley Bernard,10,10
•Amarah Douglas,10,10
•Grady Forster,9,9
•Bronwen Winter,6,3
•Ayse Stevens,1,1
•Charley Bernard,10,10
¶Sanjay Barnard,1,1
•Mariana Ware,10,5
•Mariana Ware,1,1
•Mariana Ware,8,7
•Ayse Stevens,10,10
•Shani Cantu,10,8
¶Sanjay Barnard,10,10
•Grady Forster,10,8
•Mariana Ware,10,10
¶Briana Hines,10,7
•Ayse Stevens,10,9
•Charley Bernard,1,1
•Grady Forster,10,6
•Murray Obrien,10,9
•Amarah Douglas,1,1
•Shani Cantu,1,1
•Murray Obrien,10,10
•Bronwen Winter,10,10
•Bronwen Winter,10,10
•Amarah Douglas,9,8
•Bronwen Winter,10,1
•Pheobe Bevan,10,10
•Katherine Stuart,10,10
¶Abbey Hodge,10,7
•Charley Bernard,10,2
•Katherine Stuart,10,10
•Charley Bernard,9,9
•Bronwen Winter,10,5
•Rikki Kumar,10,7
•Manal Hewitt,7,7
•Katherine Stuart,1,1
•Umaiza Bullock,10,8
•Umaiza Bullock,10,10
•Amarah Douglas,10,8
•Grady Forster,10,8
•Amarah Douglas,10,3
•Bronwen Winter,10,9
•Katherine Stuart,10,5
•Amarah Douglas,9,3
•Shani Cantu,10,1
•Amarah Douglas,10,7
•Umaiza Bullock,10,1
•Umaiza Bullock,10,8
•Rikki Kumar,10,10
•Shani Cantu,8,2
•Manal Hewitt,10,1
•Bronwen Winter,1,1
•Amarah Douglas,10,10
•Cydney Drake,10,8
•Rikki Kumar,10,10
•Cydney Drake,9,9
•Manal Hewitt,5,5
•Rajveer Paine,9,1
•Rose Calderon,8,10
•Rajveer Paine,10,4
•Rose Calderon,1,1
•Rose Calderon,8,7
•Cydney Drake,10,5
•Rose Calderon,10,10
•Rose Calderon,10,10
•Cydney Drake,9,10
•Rajveer Paine,10,8
•Rose Calderon,10,9
•Rose Calderon,10,7
•Jake Cote,10,9
•Rajveer Paine,10,10
•Cydney Drake,10,10
•Cydney Drake,10,6
•Rajveer Paine,10,2
•Cydney Drake,10,9
•Jake Cote,10,10
•Rajveer Paine,9,1
•Rajveer Paine,10,3
•Jake Cote,8,7
•Rose Calderon,10,4
•Rajveer Paine,10,10
•Jake Cote,10,10
•Cydney Drake,1,10
•Rajveer Paine,10,10
•Cydney Drake,10,9
•Rose Calderon,10,10
•Jake Cote,10,7
•Rajveer Paine,10,10
•Jake Cote,1,1
•Rose Calderon,10,10
•Rose Calderon,10,5
•Jake Cote,10,5
•Jake Cote,10,10
•Jake Cote,9,8
•Trinity Alvarado,10,5
•Dionne Compton,1,1
•Harleigh Stone,10,10
•Dionne Compton,10,1
•Harleigh Stone,10,8
•Harleigh Stone,10,5
•Samual Collier,10,10
•Mali Whittington,10,10
•Harleigh Stone,10,10
•Derek Webber,10,5
•Mariyam Mcgill,10,10
•Dionne Compton,10,9
•Samual Collier,8,5
•Trinity Alvarado,10,10
•Mea Lee,8,1
•Derek Webber,10,10
•Trinity Alvarado,10,10
•Bethan Hills,10,10
•Mali Whittington,10,5
•Mariyam Mcgill,10,7
•Neha Clemons,10,8
•Cerys Rhodes,1,1
•Jolie Hodson,10,10
•Lleyton Parkinson,10,10
•Neha Clemons,10,8
•Mea Lee,10,10
•Derek Webber,10,5
•Maciej Maddox,10,10
•Derek Webber,10,10
•Dawson Clifford,10,10
•Trinity Alvarado,7,1
•Derek Webber,7,7
•Jolie Hodson,6,1
•Derek Webber,10,7
•Lleyton Parkinson,1,1
•Samual Collier,1,1
•Cerys Rhodes,10,5
•Neha Clemons,10,10
•Derek Webber,8,6
•Bethan Hills,10,10
•Trinity Alvarado,8,10
•Cerys Rhodes,5,5
•Lleyton Parkinson,10,4
•Bethan Hills,10,10
•Dionne Compton,10,8
•Neha Clemons,10,10
•Jolie Hodson,8,1
•Lily Conway,8,7
¶Poppie Moses,10,8
•Bethan Hills,8,1
¶Ned Hamilton,10,1
•Jolie Hodson,1,1
•Mariyam Mcgill,10,8
•Dionne Compton,10,10
•Mali Whittington,10,7
•Maciej Maddox,10,5
•Lleyton Parkinson,9,8
•Bethan Hills,10,10
•Dawson Clifford,10,10
•Jem Davey,10,10
•Lily Conway,10,8
•Maciej Maddox,9,5
•Jolie Hodson,1,1
•Yara Wright,9,8
•Lleyton Parkinson,4,1
•Neha Clemons,10,7
•Kwame Castillo,10,10
•Mariyam Mcgill,10,10
•Yara Wright,10,3
•Neha Clemons,1,1
•Kwame Castillo,10,10
•Mali Whittington,10,9
•Mea Lee,10,10
•Mariyam Mcgill,10,10
•Jem Davey,8,6
•Neha Clemons,1,1
•Mea Lee,10,7
•Bethan Hills,6,6
•Tasnia Sharma,10,6
•Lily Conway,10,9
•Cody Whittle,10,9
•Samual Collier,7,1
•Kwame Castillo,10,4
•Mea Lee,10,5
•Todd Wooten,10,9
•Mea Lee,10,10
•Todd Wooten,10,9
•Todd Wooten,10,10
•Derek Webber,10,10
•Taliyah Soto,10,10
•Taliyah Soto,10,10
•Dionne Compton,10,10
•Mali Whittington,10,10
•Tasnia Sharma,10,10
¶Ned Hamilton,9,9
•Todd Wooten,10,8
•Taliyah Soto,10,8
•Ivor Woodard,10,10
•Mariyam Mcgill,10,10
•Kwame Castillo,10,1
•Lennox Fleming,10,6
•Trinity Alvarado,10,10
•Derek Webber,10,7
•Cody Whittle,1,1
•Christina Mcintyre,10,10
•Taliyah Soto,10,8
•Harleigh Stone,10,10
¶Ammaar Terrell,10,10
¶Ammaar Terrell,10,10
•Hari Waters,10,10
•Trinity Alvarado,9,5
•Jolene Mcgowan,10,10
•Ivor Woodard,3,7
•Taliyah Soto,10,9
•Ellie Glover,10,10
•Mea Lee,10,9
•Mariyam Mcgill,10,7
•Todd Wooten,10,10
•Hari Waters,10,10
•Bethan Hills,10,10
•Trinity Alvarado,10,10
•Lleyton Parkinson,10,10
•Ivor Woodard,10,10
•Mali Whittington,10,8
•Roman Oconnell,10,10
•Hari Waters,10,8
•Lleyton Parkinson,10,6
•Neha Clemons,8,5
•Yara Wright,10,7
•Lennox Fleming,8,8
•Cody Whittle,10,10
•Ivor Woodard,10,5
•Mea Lee,10,10
•Mariyam Mcgill,10,1
•Dawson Clifford,10,10
•Todd Wooten,10,10
•Trinity Alvarado,10,9
•Neha Clemons,9,10
•Yara Wright,10,8
•Lily Conway,10,7
•Jem Davey,10,10
•Roman Oconnell,10,9
•Mea Lee,10,5
•Lily Conway,10,8
•Brodie O'Brien,1,1
•Jem Davey,10,3
•Tasnia Sharma,10,10
•Lleyton Parkinson,6,4
•Ellie Glover,10,10
•Christina Mcintyre,10,1
•Lennox Fleming,10,9
•Jem Davey,9,7
•Dionne Compton,10,7
•Ellie Glover,10,10
•Jolene Mcgowan,7,3
•Alexandria Murphy,10,10
•Hari Waters,10,1
•Lennox Fleming,10,5
•Trinity Alvarado,10,10
•Kwame Castillo,10,10
•Jolene Mcgowan,9,1
•Lily Conway,8,7
•Samual Collier,10,10
•Jolene Mcgowan,10,8
¶Ammaar Terrell,10,10
•Cody Whittle,10,10
•Taliyah Soto,10,6
•Christina Mcintyre,10,10
•Braxton Cuevas,10,1
•Mali Whittington,10,10
•Jolene Mcgowan,5,5
•Kwame Castillo,10,10
•Kwame Castillo,10,7
•Roman Oconnell,10,10
•Yara Wright,10,8
•Braxton Cuevas,5,5
•Mariyam Mcgill,10,10
•Tasnia Sharma,10,10
•Bethan Hills,10,10
•Mariyam Mcgill,10,10
•Mali Whittington,10,9
•Cody Whittle,9,8
•Lleyton Parkinson,9,9
•Harleigh Stone,10,5
•Jolene Mcgowan,10,10
•Ivor Woodard,10,8
•Derek Webber,10,10
•Yara Wright,1,1
•Jolene Mcgowan,10,10
¶Ned Hamilton,8,7
•Braxton Cuevas,8,7
•Braxton Cuevas,10,4
•Alexandria Murphy,10,10
•Kwame Castillo,10,10
•Brodie O'Brien,10,3
•Jolene Mcgowan,5,1
•Ellie Glover,1,2
•Christina Mcintyre,10,10
•Lleyton Parkinson,10,9
•Roman Oconnell,10,8
•Lily Conway,10,5
•Hari Waters,10,9
•Dawson Clifford,10,8
•Lily Conway,10,10
•Trinity Alvarado,10,10
•Lennox Fleming,8,2
•Braxton Cuevas,10,10
•Christina Mcintyre,10,10
•Cody Whittle,10,9
•Junayd Rennie,10,5
•Ivor Woodard,10,10
•Jem Davey,10,10
•Mea Lee,8,6
•Jolene Mcgowan,10,3
•Braxton Cuevas,10,10
•Mariyam Mcgill,10,10
•Mali Whittington,9,6
•Hari Waters,10,7
•Mariyam Mcgill,10,10
•Tasnia Sharma,10,10
•Braxton Cuevas,1,1
•Hari Waters,10,10
•Todd Wooten,10,10
•Kwame Castillo,6,6
•Braxton Cuevas,10,10
•Alexandria Murphy,5,1
•Jem Davey,10,9
•Christina Mcintyre,10,10
•Braxton Cuevas,10,7
•Braxton Cuevas,10,7
¶Ammaar Terrell,10,10
•Cody Whittle,8,1
•Leland Atkinson,10,10
¶Poppie Moses,3,1
•Jolene Mcgowan,9,4
•Cody Whittle,10,9
•Tasnia Sharma,10,4
¶Ammaar Terrell,10,10
•Alexandria Murphy,9,1
¶Poppie Moses,10,1
•Jem Davey,10,8
•Szymon Mcdougall,10,1
•Ivor Woodard,10,10
•Tasnia Sharma,10,9
¶Poppie Moses,10,1
•Lennox Fleming,10,10
•Todd Wooten,10,10
•Roman Oconnell,7,4
•Cody Whittle,10,10
•Tasnia Sharma,10,10
•Hari Waters,10,10
•Roman Oconnell,5,1
•Conrad Haney,10,7
•Taliyah Soto,10,8
•Jem Davey,10,10
•Szymon Mcdougall,10,8
•Miah Welch,9,10
•Tasnia Sharma,9,8
•Taliyah Soto,10,10
•Christina Mcintyre,10,6
•Brodie O'Brien,10,10
•Kwame Castillo,10,10
•Adelaide Stafford,10,4
•Owen Ruiz,10,7
•Dawson Clifford,10,10
•Jolene Mcgowan,10,8
•Conrad Haney,10,10
•Georgie Wicks,10,8
•Asha Reese,2,1
•Szymon Mcdougall,10,8
•Amelia-PLily Hayden,10,10
•Hebe Byrd,10,10
•Amelia-PLily Hayden,10,7
•Ivor Woodard,10,10
•Ivor Woodard,10,10
•Ivor Woodard,9,7
•Jolene Mcgowan,10,10
•Lennox Fleming,8,7
•Taliyah Soto,6,5
•Hari Waters,9,6
•Taliyah Soto,10,10
•Asha Reese,10,6
•Conrad Haney,10,4
•Murray Obrien,1,1
•Miah Welch,10,8
•Junayd Rennie,10,10
•Georgie Wicks,10,10
•Khaleesi Richmond,10,6
•Hebe Byrd,10,10
•Amelia-PLily Hayden,10,6
•Todd Wooten,10,9
•Abdullahi Edwards,10,10
•Conrad Haney,9,7
•Hebe Byrd,9,6
•Jolene Mcgowan,10,10
¶Brayden Farrow,10,10
•Tasnia Sharma,10,10
•Suzannah Stephenson,8,7
•Abdullahi Edwards,10,8
•Leland Atkinson,10,10
•Murray Obrien,10,7
•Roman Oconnell,8,7
•Conrad Haney,10,1
•Cruz Horton,5,1
•Jolene Mcgowan,10,10
•Brodie O'Brien,10,10
•Ellie Glover,10,5
•Amelia-PLily Hayden,10,6
•Ivor Woodard,10,10
